Unnamed: 0,Inhibitor,Metal,Alloy,Temperature_K,pH,Salt_Concentrat_M,Efficiency,Cost/100 gm,Cost,Toxicity,Source,cluster_label
83,Sodium sulfite,Al,AA2024,308,7,0.6,96,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
84,Sodium sulfite,Al,AA2024,318,7,0.6,58.7,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
85,Sodium sulfite,Al,AA2024,318,7,0.6,77,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
86,Sodium sulfite,Al,AA2024,318,7,0.6,92.7,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
87,Sodium sulfite,Al,AA2024,318,7,0.6,94,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
88,Sodium sulfite,Al,AA2024,328,7,0.6,55.1,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
89,Sodium sulfite,Al,AA2024,328,7,0.6,74.3,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
90,Sodium sulfite,Al,AA2024,328,7,0.6,87.8,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
91,Sodium sulfite,Al,AA2024,328,7,0.6,91.7,4.9,https://www.indiamart.com/proddetail/sodium-sulphite-3977770233.html,"skin burn ,skin irritation and eye irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Sodium%20sulfite#section=Safety-and-Hazards,1
92,Disodium-N-octyliminodiacetate,Al,AA2024,303,7,0.6,66.47,10000,,eye damage toxic aquatic life long lasting effect,,0
93,Disodium-N-octyliminodiacetate,Al,AA2024,303,7,0.6,72.37,10000,,eye damage toxic aquatic life long lasting effect,,0
94,Disodium-N-octyliminodiacetate,Al,AA2024,303,7,0.6,50.35,10000,,eye damage toxic aquatic life long lasting effect,,0
95,Disodium-N-decyliminodiacetate,Al,AA2024,303,7,0.6,68.95,10000,,eye damage toxic aquatic life long lasting effect,,0
96,Disodium-N-decyliminodiacetate,Al,AA2024,303,7,0.6,74.31,10000,,eye damage toxic aquatic life long lasting effect,,0
97,Disodium-N-decyliminodiacetate,Al,AA2024,303,7,0.6,57.74,10000,,eye damage toxic aquatic life long lasting effect,,0
98,Disodium-N-dodecyliminodiacetate,Al,AA2024,303,7,0.6,55.2,10000,,eye damage toxic aquatic life long lasting effect,,0
99,Disodium-N-dodecyliminodiacetate,Al,AA2024,303,7,0.6,70.93,10000,,eye damage toxic aquatic life long lasting effect,,0
100,Disodium-N-dodecyliminodiacetate,Al,AA2024,303,7,0.6,77.71,10000,,eye damage toxic aquatic life long lasting effect,,0
101,Disodium-N-dodecyliminodiacetate,Al,AA2024,303,7,0.6,63.44,10000,,eye damage toxic aquatic life long lasting effect,,0
102,Disodium-N-octyliminodiacetate,Al,AA2024,303,7,0.6,77.73,10000,,eye damage toxic aquatic life long lasting effect,,0
103,Disodium-N-octyliminodiacetate,Al,AA2024,303,7,0.6,85.22,10000,,eye damage toxic aquatic life long lasting effect,,0
104,Disodium-N-octyliminodiacetate,Al,AA2024,303,7,0.6,90.02,10000,,eye damage toxic aquatic life long lasting effect,,0
105,Disodium-N-octyliminodiacetate,Al,AA2024,303,7,0.6,83.45,10000,,eye damage toxic aquatic life long lasting effect,,0
106,Disodium-N-decyliminodiacetate,Al,AA2024,303,7,0.6,80.1,10000,,eye damage toxic aquatic life long lasting effect,,0
107,Disodium-N-decyliminodiacetate,Al,AA2024,303,7,0.6,86.56,10000,,eye damage toxic aquatic life long lasting effect,,0
108,Disodium-N-decyliminodiacetate,Al,AA2024,303,7,0.6,90.89,10000,,eye damage toxic aquatic life long lasting effect,,0
109,Disodium-N-decyliminodiacetate,Al,AA2024,303,7,0.6,84.65,10000,,eye damage toxic aquatic life long lasting effect,,0
110,Disodium-N-dodecyliminodiacetate,Al,AA2024,303,7,0.6,82.41,10000,,eye damage toxic aquatic life long lasting effect,,0
111,Disodium-N-dodecyliminodiacetate,Al,AA2024,303,7,0.6,91.79,10000,,eye damage toxic aquatic life long lasting effect,,0
112,Disodium-N-dodecyliminodiacetate,Al,AA2024,303,7,0.6,92.19,10000,,eye damage toxic aquatic life long lasting effect,,0
113,Disodium-N-dodecyliminodiacetate,Al,AA2024,303,7,0.6,91.45,10000,,eye damage toxic aquatic life long lasting effect,,0
114,Disodium-N-octyliminodiacetate,Al,AA2024,303,7,0.6,78.27,10000,,eye damage toxic aquatic life long lasting effect,,0
115,Disodium-N-octyliminodiacetate,Al,AA2024,303,7,0.6,85.97,10000,,eye damage toxic aquatic life long lasting effect,,0
116,Disodium-N-octyliminodiacetate,Al,AA2024,303,7,0.6,90.18,10000,,eye damage toxic aquatic life long lasting effect,,0
117,Disodium-N-octyliminodiacetate,Al,AA2024,303,7,0.6,84.37,10000,,eye damage toxic aquatic life long lasting effect,,0
118,Disodium-N-decyliminodiacetate,Al,AA2024,303,7,0.6,80.68,10000,,eye damage toxic aquatic life long lasting effect,,0
119,Disodium-N-decyliminodiacetate,Al,AA2024,303,7,0.6,86.97,10000,,eye damage toxic aquatic life long lasting effect,,0
120,Disodium-N-decyliminodiacetate,Al,AA2024,303,7,0.6,90.38,10000,,eye damage toxic aquatic life long lasting effect,,0
121,Disodium-N-decyliminodiacetate,Al,AA2024,303,7,0.6,85.04,10000,,eye damage toxic aquatic life long lasting effect,,0
122,Disodium-N-dodecyliminodiacetate,Al,AA2024,303,7,0.6,82.46,10000,,eye damage toxic aquatic life long lasting effect,,0
123,Disodium-N-dodecyliminodiacetate,Al,AA2024,303,7,0.6,91.78,10000,,eye damage toxic aquatic life long lasting effect,,0
124,Disodium-N-dodecyliminodiacetate,Al,AA2024,303,7,0.6,92.25,10000,,eye damage toxic aquatic life long lasting effect,,0
125,Disodium-N-dodecyliminodiacetate,Al,AA2024,303,7,0.6,91.45,10000,,eye damage toxic aquatic life long lasting effect,,0
126,Cerium (III) ammonium nitrate,Al,AA2024,298,5.4,0.01,64.8,4931.81,https://www.scbt.com/p/cerium-iii-ammonium-nitrate-tetrahydrate-13083-04-0,Harmful if swallowed and permanent damage to eye,"https://www.labster.com/blog/make-ceric-ammonium-nitrate-test-approachable#:~:text=NOTE:%20Ceric%20ammonium%20nitrate%20is%20a%20strong,eye%20contact%20may%20cause%20permanent%20eye%20damage.",3
127,Cerium (III) ammonium nitrate,Al,AA2024,298,5.4,0.01,69.2,4931.81,https://www.scbt.com/p/cerium-iii-ammonium-nitrate-tetrahydrate-13083-04-0,Harmful if swallowed and permanent damage to eye,"https://www.labster.com/blog/make-ceric-ammonium-nitrate-test-approachable#:~:text=NOTE:%20Ceric%20ammonium%20nitrate%20is%20a%20strong,eye%20contact%20may%20cause%20permanent%20eye%20damage.",3
128,Cerium (III) ammonium nitrate,Al,AA2024,298,5.5,0.01,51,4931.81,https://www.scbt.com/p/cerium-iii-ammonium-nitrate-tetrahydrate-13083-04-0,Harmful if swallowed and permanent damage to eye,"https://www.labster.com/blog/make-ceric-ammonium-nitrate-test-approachable#:~:text=NOTE:%20Ceric%20ammonium%20nitrate%20is%20a%20strong,eye%20contact%20may%20cause%20permanent%20eye%20damage.",3
129,Cerium (III) ammonium nitrate,Al,AA2024,298,4.4,0.01,66.9,4931.81,https://www.scbt.com/p/cerium-iii-ammonium-nitrate-tetrahydrate-13083-04-0,Harmful if swallowed and permanent damage to eye,"https://www.labster.com/blog/make-ceric-ammonium-nitrate-test-approachable#:~:text=NOTE:%20Ceric%20ammonium%20nitrate%20is%20a%20strong,eye%20contact%20may%20cause%20permanent%20eye%20damage.",3
130,Cerium (III) ammonium nitrate,Al,AA2024,298,5.4,0.01,78.9,4931.81,https://www.scbt.com/p/cerium-iii-ammonium-nitrate-tetrahydrate-13083-04-0,Harmful if swallowed and permanent damage to eye,"https://www.labster.com/blog/make-ceric-ammonium-nitrate-test-approachable#:~:text=NOTE:%20Ceric%20ammonium%20nitrate%20is%20a%20strong,eye%20contact%20may%20cause%20permanent%20eye%20damage.",3
131,Cerium (III) ammonium nitrate,Al,AA2024,298,5.5,0.01,85.2,4931.81,https://www.scbt.com/p/cerium-iii-ammonium-nitrate-tetrahydrate-13083-04-0,Harmful if swallowed and permanent damage to eye,"https://www.labster.com/blog/make-ceric-ammonium-nitrate-test-approachable#:~:text=NOTE:%20Ceric%20ammonium%20nitrate%20is%20a%20strong,eye%20contact%20may%20cause%20permanent%20eye%20damage.",3
132,Cerium (III) ammonium nitrate,Al,AA2024,298,4.4,0.01,83.3,4931.81,https://www.scbt.com/p/cerium-iii-ammonium-nitrate-tetrahydrate-13083-04-0,Harmful if swallowed and permanent damage to eye,"https://www.labster.com/blog/make-ceric-ammonium-nitrate-test-approachable#:~:text=NOTE:%20Ceric%20ammonium%20nitrate%20is%20a%20strong,eye%20contact%20may%20cause%20permanent%20eye%20damage.",3
133,Cerium (III) ammonium nitrate,Al,AA2024,298,5.4,0.01,89.9,4931.81,https://www.scbt.com/p/cerium-iii-ammonium-nitrate-tetrahydrate-13083-04-0,Harmful if swallowed and permanent damage to eye,"https://www.labster.com/blog/make-ceric-ammonium-nitrate-test-approachable#:~:text=NOTE:%20Ceric%20ammonium%20nitrate%20is%20a%20strong,eye%20contact%20may%20cause%20permanent%20eye%20damage.",3
134,Cerium (III) ammonium nitrate,Al,AA2024,298,5.5,0.01,88.1,4931.81,https://www.scbt.com/p/cerium-iii-ammonium-nitrate-tetrahydrate-13083-04-0,Harmful if swallowed and permanent damage to eye,"https://www.labster.com/blog/make-ceric-ammonium-nitrate-test-approachable#:~:text=NOTE:%20Ceric%20ammonium%20nitrate%20is%20a%20strong,eye%20contact%20may%20cause%20permanent%20eye%20damage.",3
135,Cerium (III) ammonium nitrate,Al,AA2024,298,5.6,0.01,80.7,4931.81,https://www.scbt.com/p/cerium-iii-ammonium-nitrate-tetrahydrate-13083-04-0,Harmful if swallowed and permanent damage to eye,"https://www.labster.com/blog/make-ceric-ammonium-nitrate-test-approachable#:~:text=NOTE:%20Ceric%20ammonium%20nitrate%20is%20a%20strong,eye%20contact%20may%20cause%20permanent%20eye%20damage.",3
136,Cerium (III) ammonium nitrate,Al,AA2024,298,4.4,0.01,88.9,4931.81,https://www.scbt.com/p/cerium-iii-ammonium-nitrate-tetrahydrate-13083-04-0,Harmful if swallowed and permanent damage to eye,"https://www.labster.com/blog/make-ceric-ammonium-nitrate-test-approachable#:~:text=NOTE:%20Ceric%20ammonium%20nitrate%20is%20a%20strong,eye%20contact%20may%20cause%20permanent%20eye%20damage.",3
137,Cerium (III) ammonium nitrate,Al,AA2024,298,5.4,0.01,90.1,4931.81,https://www.scbt.com/p/cerium-iii-ammonium-nitrate-tetrahydrate-13083-04-0,Harmful if swallowed and permanent damage to eye,"https://www.labster.com/blog/make-ceric-ammonium-nitrate-test-approachable#:~:text=NOTE:%20Ceric%20ammonium%20nitrate%20is%20a%20strong,eye%20contact%20may%20cause%20permanent%20eye%20damage.",3
138,Cerium (III) ammonium nitrate,Al,AA2024,298,5.5,0.01,80.3,4931.81,https://www.scbt.com/p/cerium-iii-ammonium-nitrate-tetrahydrate-13083-04-0,Harmful if swallowed and permanent damage to eye,"https://www.labster.com/blog/make-ceric-ammonium-nitrate-test-approachable#:~:text=NOTE:%20Ceric%20ammonium%20nitrate%20is%20a%20strong,eye%20contact%20may%20cause%20permanent%20eye%20damage.",3
139,Cerium (III) ammonium nitrate,Al,AA2024,298,5.6,0.01,57.5,4931.81,https://www.scbt.com/p/cerium-iii-ammonium-nitrate-tetrahydrate-13083-04-0,Harmful if swallowed and permanent damage to eye,"https://www.labster.com/blog/make-ceric-ammonium-nitrate-test-approachable#:~:text=NOTE:%20Ceric%20ammonium%20nitrate%20is%20a%20strong,eye%20contact%20may%20cause%20permanent%20eye%20damage.",3
140,Cerium (IV) ammonium nitrate,Al,AA2024,298,5.6,0.01,53.5,11555.1,https://www.sigmaaldrich.com/IN/en/product/sigald/22249,"eye,skin ,respiratory irritation and harmful to aquatic life with long lasting effects  ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#section=Hazards-Identification,0
141,Cerium (IV) ammonium nitrate,Al,AA2024,298,5.4,0.01,67.5,11555.1,https://www.sigmaaldrich.com/IN/en/product/sigald/22249,"eye,skin ,respiratory irritation and harmful to aquatic life with long lasting effects  ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#section=Hazards-Identification,0
142,Cerium (IV) ammonium nitrate,Al,AA2024,298,5.5,0.01,79.2,11555.1,https://www.sigmaaldrich.com/IN/en/product/sigald/22249,"eye,skin ,respiratory irritation and harmful to aquatic life with long lasting effects  ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#section=Hazards-Identification,0
143,Cerium (IV) ammonium nitrate,Al,AA2024,298,5.6,0.01,63.7,11555.1,https://www.sigmaaldrich.com/IN/en/product/sigald/22249,"eye,skin ,respiratory irritation and harmful to aquatic life with long lasting effects  ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#section=Hazards-Identification,0
144,Cerium (IV) ammonium nitrate,Al,AA2024,298,5.5,0.01,62.7,11555.1,https://www.sigmaaldrich.com/IN/en/product/sigald/22249,"eye,skin ,respiratory irritation and harmful to aquatic life with long lasting effects  ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#section=Hazards-Identification,0
145,Cerium (IV) ammonium nitrate,Al,AA2024,298,5.6,0.01,59.4,11555.1,https://www.sigmaaldrich.com/IN/en/product/sigald/22249,"eye,skin ,respiratory irritation and harmful to aquatic life with long lasting effects  ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#section=Hazards-Identification,0
146,Cerium(III) nitrate ,Al,AA2024,298,7,0.01,91.7,22590,https://www.sigmaaldrich.com/IN/en/product/mm/102271,"fire ,explosion ,eye irritation ,eye damage and toxic to aquatic life long lasting effects ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20nitrate#section=Safety-and-Hazards,2
147,Cerium(III) nitrate ,Al,AA2024,298,7,0.01,94.6,22590,https://www.sigmaaldrich.com/IN/en/product/mm/102271,"fire ,explosion ,eye irritation ,eye damage and toxic to aquatic life long lasting effects ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20nitrate#section=Safety-and-Hazards,2
148,Cerium(III) nitrate ,Al,AA2024,298,7,0.01,96,22590,https://www.sigmaaldrich.com/IN/en/product/mm/102271,"fire ,explosion ,eye irritation ,eye damage and toxic to aquatic life long lasting effects",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20nitrate#section=Safety-and-Hazards,2
149,Cerium(III) nitrate ,Al,AA2024,298,7,0.01,96.8,22590,https://www.sigmaaldrich.com/IN/en/product/mm/102271,"fire ,explosion ,eye irritation ,eye damage and toxic to aquatic life long lasing effects",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20nitrate#section=Safety-and-Hazards,2
150,Cerium(III) nitrate ,Al,AA2024,298,7,0.01,97,22590,https://www.sigmaaldrich.com/IN/en/product/mm/102271,"fire ,explosion ,eye irritation ,eye damage and toxic to aquatic life log lastic effects ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20nitrate#section=Safety-and-Hazards,0
151,Cerium(III) nitrate ,Al,AA2024,298,7,0.01,97.3,22590,https://www.sigmaaldrich.com/IN/en/product/mm/102271,"fire ,explosion ,eye irritation ,eye damage and toxic to aquatic life long lasting effects",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20nitrate#section=Safety-and-Hazards,2
152,Cerium(III) nitrate ,Al,AA2024,298,7,0.01,97.5,22590,https://www.sigmaaldrich.com/IN/en/product/mm/102271,"fire ,explosion ,eye irritation ,eye damage and toxic to aquatic life long lasting effects",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20nitrate#section=Safety-and-Hazards,2
153,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,82.3,6553.44,https://www.sigmaaldrich.com/IN/en/product/sigald/c3654,"intensify fire ,eye ,skin and respiratory irriatation ,toxic to aquatic life ,skin burns ,allergic skin",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(IV)%20ammonium%20nitrate#section=Safety-and-Hazards,2
154,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,91.3,6553.44,https://www.sigmaaldrich.com/IN/en/product/sigald/c3654,"intensify fire ,eye ,skin and respiratory irriatation ,toxic to aquatic life ,skin burns ,allergic skin",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(IV)%20ammonium%20nitrate#section=Safety-and-Hazards,2
155,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,93.5,6553.44,https://www.sigmaaldrich.com/IN/en/product/sigald/c3654,"intensify fire ,eye ,skin and respiratory irriatation ,toxic to aquatic life ,skin burns ,allergic skin",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(IV)%20ammonium%20nitrate#section=Safety-and-Hazards,2
156,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,96.3,6553.44,https://www.sigmaaldrich.com/IN/en/product/sigald/c3654,"intensify fire ,eye ,skin and respiratory irriatation ,toxic to aquatic life ,skin burns ,allergic skin",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(IV)%20ammonium%20nitrate#section=Safety-and-Hazards,2
157,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,96.5,6553.44,https://www.sigmaaldrich.com/IN/en/product/sigald/c3654,"intensify fire ,eye ,skin and respiratory irriatation ,toxic to aquatic life ,skin burns ,allergic skin",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(IV)%20ammonium%20nitrate#section=Safety-and-Hazards,2
158,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,96.7,6553.44,https://www.sigmaaldrich.com/IN/en/product/sigald/c3654,"intensify fire ,eye ,skin and respiratory irriatation ,toxic to aquatic life ,skin burns ,allergic skin",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(IV)%20ammonium%20nitrate#section=Safety-and-Hazards,2
159,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,97.3,6553.44,https://www.sigmaaldrich.com/IN/en/product/sigald/c3654,"intensify fire ,eye ,skin and respiratory irriatation ,toxic to aquatic life ,skin burns ,allergic skin",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(IV)%20ammonium%20nitrate#section=Safety-and-Hazards,2
160,Cerium(III) sulfate,Al,AA2024,298,7,0.01,94.3,74600,https://www.sigmaaldrich.com/IN/en/search/13454-94-9?focus=products&page=1&perpage=30&sort=relevance&term=13454-94-9&type=cas_number,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
161,Cerium(III) sulfate,Al,AA2024,298,7,0.01,93.6,74600,https://www.sigmaaldrich.com/IN/en/search/13454-94-9?focus=products&page=1&perpage=30&sort=relevance&term=13454-94-9&type=cas_number,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
162,Cerium(III) sulfate,Al,AA2024,298,7,0.01,91.5,74600,https://www.sigmaaldrich.com/IN/en/search/13454-94-9?focus=products&page=1&perpage=30&sort=relevance&term=13454-94-9&type=cas_number,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
163,Cerium(III) sulfate,Al,AA2024,298,7,0.01,93,74600,https://www.sigmaaldrich.com/IN/en/search/13454-94-9?focus=products&page=1&perpage=30&sort=relevance&term=13454-94-9&type=cas_number,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
164,Cerium(III) sulfate,Al,AA2024,298,7,0.01,93.3,74600,https://www.sigmaaldrich.com/IN/en/search/13454-94-9?focus=products&page=1&perpage=30&sort=relevance&term=13454-94-9&type=cas_number,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
165,Cerium(III) sulfate,Al,AA2024,298,7,0.01,93.4,74600,https://www.sigmaaldrich.com/IN/en/search/13454-94-9?focus=products&page=1&perpage=30&sort=relevance&term=13454-94-9&type=cas_number,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
166,Cerium(III) sulfate,Al,AA2024,298,7,0.01,93.9,74600,https://www.sigmaaldrich.com/IN/en/search/13454-94-9?focus=products&page=1&perpage=30&sort=relevance&term=13454-94-9&type=cas_number,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
167,Cerium(III) chloride,Al,AA2024,298,7,0.01,77.1,68908.8,https://www.sigmaaldrich.com/IN/en/product/aldrich/298190,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
168,Cerium(III) chloride,Al,AA2024,298,7,0.01,80.5,68908.8,https://www.sigmaaldrich.com/IN/en/product/aldrich/298190,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
169,Cerium(III) chloride,Al,AA2024,298,7,0.01,82.3,68908.8,https://www.sigmaaldrich.com/IN/en/product/aldrich/298190,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
170,Cerium(III) chloride,Al,AA2024,298,7,0.01,87.9,68908.8,https://www.sigmaaldrich.com/IN/en/product/aldrich/298190,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
171,Cerium(III) chloride,Al,AA2024,298,7,0.01,89.1,68908.8,https://www.sigmaaldrich.com/IN/en/product/aldrich/298190,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
172,Cerium(III) chloride,Al,AA2024,298,7,0.01,93.6,68908.8,https://www.sigmaaldrich.com/IN/en/product/aldrich/298190,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
173,Cerium(III) chloride,Al,AA2024,298,7,0.01,95.9,68908.8,https://www.sigmaaldrich.com/IN/en/product/aldrich/298190,"skin,eye and respiratory irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
174,Cerium(III) nitrate ,Al,AA2024,298,7,0.01,80,"22,590",https://www.sigmaaldrich.com/IN/en/product/mm/102271,"fire ,explosion ,eye irritation ,eye damage and toxic to aquatic life long lasting effects ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20nitrate#section=Safety-and-Hazards,2
175,Cerium(III) nitrate ,Al,AA2024,298,7,0.01,86.7,22590,https://www.sigmaaldrich.com/IN/en/product/mm/102271,"fire ,explosion ,eye irritation ,eye damage and toxic to aquatic life long lasting effects ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20nitrate#section=Safety-and-Hazards,2
176,Cerium(III) nitrate ,Al,AA2024,298,7,0.01,93.8,22590,https://www.sigmaaldrich.com/IN/en/product/mm/102271,"fire ,explosion ,eye irritation ,eye damage and toxic to aquatic life long lasting effects ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20nitrate#section=Safety-and-Hazards,2
177,Cerium(III) nitrate ,Al,AA2024,298,7,0.01,94.9,22590,https://www.sigmaaldrich.com/IN/en/product/mm/102271,"fire ,explosion ,eye irritation ,eye damage and toxic to aquatic life long lasting effects ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20nitrate#section=Safety-and-Hazards,2
178,Cerium(III) nitrate ,Al,AA2024,298,7,0.01,96,22590,https://www.sigmaaldrich.com/IN/en/product/mm/102271,"fire ,explosion ,eye irritation ,eye damage and toxic to aquatic life long lasting effects ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20nitrate#section=Safety-and-Hazards,2
179,Cerium(III) nitrate ,Al,AA2024,298,7,0.01,96.3,22590,https://www.sigmaaldrich.com/IN/en/product/mm/102271,"fire ,explosion ,eye irritation ,eye damage and toxic to aquatic life long lasting effects ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20nitrate#section=Safety-and-Hazards,2
180,Cerium(III) nitrate ,Al,AA2024,298,7,0.01,97.4,22590,https://www.sigmaaldrich.com/IN/en/product/mm/102271,"fire ,explosion ,eye irritation ,eye damage and toxic to aquatic life long lasting effects ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20nitrate#section=Safety-and-Hazards,2
181,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,78.3,10000,https://www.sigmaaldrich.com/IN/en/substance/ammoniumceriumivnitrate5482216774213,"skin damage ,eye irritation ,respiratory irritation and long lasting effect to aquatic life ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#datasheet=LCSS&section=GHS-Classification,1
182,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,84.3,10000,https://www.sigmaaldrich.com/IN/en/substance/ammoniumceriumivnitrate5482216774214,"skin damage ,eye irritation ,respiratory irritation and long lasting effect to aquatic life ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#datasheet=LCSS&section=GHS-Classification,1
183,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,91,10000,https://www.sigmaaldrich.com/IN/en/substance/ammoniumceriumivnitrate5482216774215,"skin damage ,eye irritation ,respiratory irritation and long lasting effect to aquatic life ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#datasheet=LCSS&section=GHS-Classification,1
184,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,94.2,10000,https://www.sigmaaldrich.com/IN/en/substance/ammoniumceriumivnitrate5482216774216,"skin damage ,eye irritation ,respiratory irritation and long lasting effect to aquatic life ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#datasheet=LCSS&section=GHS-Classification,1
